STATE,INST,INST_TYPE,DISCRIMINATION_TYPE,INVEST_START_DATES
CA        ,UNIVERSITY OF SOUTHERN CALIFORNIA        ,PSE        ,Title IX - Retaliation        ,10/24/2023        
CA        ,UNIVERSITY OF SOUTHERN CALIFORNIA        ,PSE        ,Title IX - Retaliation        ,08/15/2024        
CA        ,UNIVERSITY OF SOUTHERN CALIFORNIA        ,PSE        ,Title IX - Sexual Harassment        ,02/27/2024        
CA        ,UNIVERSITY OF CALIFORNIA-LOS ANGELES        ,PSE        ,Disability - Academic Adjustments        ,01/29/2024        
CA        ,UNIVERSITY OF CALIFORNIA-LOS ANGELES        ,PSE        ,Disability - Accessibility        ,01/29/2024        
CA        ,UNIVERSITY OF CALIFORNIA-LOS ANGELES        ,PSE        ,Title VI - Denial of Benefits        ,06/01/2022        
CA        ,UNIVERSITY OF CALIFORNIA-LOS ANGELES        ,PSE        ,Title VI - Denial of Benefits        ,05/07/2024        
CA        ,UNIVERSITY OF CALIFORNIA-LOS ANGELES        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,01/03/2020        
CA        ,UNIVERSITY OF CALIFORNIA-LOS ANGELES        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,01/03/2020        
CA        ,CALIFORNIA STATE UNIVERSITY-DOMINGUEZ HILLS        ,PSE        ,Title IX - Retaliation        ,09/21/2023        
CA        ,CALIFORNIA STATE UNIVERSITY-DOMINGUEZ HILLS        ,PSE        ,Title IX - Sexual Harassment        ,09/21/2023        
CA        ,CALIFORNIA STATE UNIVERSITY-LONG BEACH        ,PSE        ,Disability - Academic Adjustments        ,04/29/2022        
CA        ,CALIFORNIA STATE UNIVERSITY-MONTEREY BAY        ,PSE        ,Disability - Others        ,08/21/2024        
CA        ,CALIFORNIA STATE UNIVERSITY-NORTHRIDGE        ,PSE        ,Disability - Academic Adjustments        ,07/18/2023        
CA        ,CALIFORNIA STATE UNIVERSITY-NORTHRIDGE        ,PSE        ,Disability - Academic Adjustments        ,07/26/2023        
CA        ,CALIFORNIA STATE UNIVERSITY-NORTHRIDGE        ,PSE        ,Disability - Retaliation        ,07/18/2023        
CA        ,CALIFORNIA STATE UNIVERSITY-NORTHRIDGE        ,PSE        ,Title IX - Sexual Harassment        ,09/28/2023        
CA        ,CALIFORNIA STATE UNIVERSITY-SACRAMENTO        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,07/10/2024        
CA        ,CALIFORNIA STATE UNIVERSITY-SAN BERNARDINO        ,PSE        ,Age - Discrimination Prohibited        ,08/04/2022        
CA        ,CALIFORNIA STATE UNIVERSITY-SAN BERNARDINO        ,PSE        ,Disability - Academic Adjustments        ,08/04/2022        
CA        ,CALIFORNIA STATE UNIVERSITY-SAN MARCOS        ,PSE        ,Title IX - Procedural Requirements        ,09/20/2024        
CA        ,CALIFORNIA WESTERN SCHOOL OF LAW        ,PSE        ,Title VI - Racial Harassment        ,03/05/2024        
CA        ,CAREER ACADEMY OF BEAUTY        ,PSE        ,Title IX - Sexual Harassment        ,02/02/2023        
CA        ,ABRAHAM LINCOLN UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,01/22/2024        
CA        ,ABRAHAM LINCOLN UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,01/22/2024        
CA        ,ABRAHAM LINCOLN UNIVERSITY        ,PSE        ,Title VI - Others        ,01/22/2024        
CA        ,ACADEMY OF ART UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,07/29/2022        
CA        ,ACADEMY OF ART UNIVERSITY        ,PSE        ,Disability - Procedural Requirements        ,07/29/2022        
CA        ,ANTELOPE VALLEY COLLEGE        ,PSE        ,Disability - Procedural Requirements        ,06/29/2023        
CA        ,CHAPMAN UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,06/07/2024        
CA        ,BAKERSFIELD COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,01/24/2023        
CA        ,BAKERSFIELD COLLEGE        ,PSE        ,Disability - Denial of Benefits        ,01/24/2023        
CA        ,BAKERSFIELD COLLEGE        ,PSE        ,Disability - Procedural Requirements        ,01/24/2023        
CA        ,LOMA LINDA UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,08/27/2024        
CA        ,LOMA LINDA UNIVERSITY        ,PSE        ,Disability - Procedural Requirements        ,08/27/2024        
CA        ,LOS ANGELES COMMUNITY COLLEGE DISTRICT OFFICE        ,PSE        ,Disability - Treatment of Postsecondary Students        ,10/12/2022        
CA        ,LOS ANGELES PIERCE COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,07/26/2024        
CA        ,LOS ANGELES PIERCE COLLEGE        ,PSE        ,Title IX - Sexual Harassment        ,07/26/2024        
CA        ,LOS ANGELES TRADE TECHNICAL COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,10/12/2022        
CA        ,LAKE TAHOE COMMUNITY COLLEGE        ,PSE        ,Title VI - Retaliation        ,09/14/2023        
CA        ,LIFE PACIFIC UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,10/06/2023        
CA        ,MISSION COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,12/19/2023        
CA        ,MISSION COLLEGE        ,PSE        ,Title VI - Racial Harassment        ,12/19/2023        
CA        ,MISSION COLLEGE        ,PSE        ,Title VI - Retaliation        ,12/19/2023        
CA        ,MIXED INSTITUTE OF COSMETOLOGY AND BARBER        ,PSE        ,Title IX - Sexual Harassment        ,06/15/2023        
CA        ,KECK GRADUATE INSTITUTE        ,PSE        ,Disability - Academic Adjustments        ,10/28/2022        
CA        ,KECK GRADUATE INSTITUTE        ,PSE        ,Disability - Retaliation        ,10/28/2022        
CA        ,HUMPHREYS UNIVERSITY - STOCKTON        ,PSE        ,Disability - Academic Adjustments        ,07/21/2022        
CA        ,HUMPHREYS UNIVERSITY - STOCKTON        ,PSE        ,Disability - Denial of Benefits        ,07/21/2022        
CA        ,HUMPHREYS UNIVERSITY - STOCKTON        ,PSE        ,Disability - Procedural Requirements        ,07/21/2022        
CA        ,LOYOLA LAW SCHOOL        ,PSE        ,Title VI - Denial of Benefits        ,10/02/2024        
CA        ,LOYOLA LAW SCHOOL        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,10/02/2024        
CA        ,LOYOLA LAW SCHOOL        ,PSE        ,Title VI - Racial Harassment        ,10/02/2024        
CA        ,LOYOLA LAW SCHOOL        ,PSE        ,Title VI - Retaliation        ,10/02/2024        
CA        ,LOYOLA MARYMOUNT UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,04/23/2024        
CA        ,LOYOLA MARYMOUNT UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,04/23/2024        
CA        ,LOYOLA MARYMOUNT UNIVERSITY        ,PSE        ,Title IX - Athletics        ,06/04/2024        
CA        ,LOS ANGELES TRADE TECHNICAL COLLEGE        ,PSE        ,Disability - Disability Harassment        ,10/12/2022        
CA        ,SAN BERNARDINO VALLEY COLLEGE        ,PSE        ,Title IX - Retaliation        ,04/03/2023        
CA        ,SAN DIEGO CITY COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,01/14/2021        
CA        ,SANTA ANA COLLEGE        ,PSE        ,Title VI - Racial Harassment        ,08/08/2024        
CA        ,SACRAMENTO CITY COLLEGE        ,PSE        ,Disability - Retaliation        ,06/14/2024        
CA        ,SADDLEBACK COLLEGE        ,PSE        ,Disability - Others        ,05/24/2024        
CA        ,SADDLEBACK COLLEGE        ,PSE        ,Title VI - Racial Harassment        ,05/09/2023        
CA        ,SADDLEBACK COLLEGE        ,PSE        ,Title IX - Sexual Harassment        ,05/09/2023        
CA        ,SAINT MARY'S COLLEGE OF CALIFORNIA        ,PSE        ,Title IX - Others        ,03/20/2022        
CA        ,SAINT MARY'S COLLEGE OF CALIFORNIA        ,PSE        ,Title IX - Procedural Requirements        ,03/20/2022        
CA        ,SAINT MARY'S COLLEGE OF CALIFORNIA        ,PSE        ,Title IX - Retaliation        ,03/20/2022        
CA        ,SAYBROOK UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,07/11/2022        
CA        ,SAYBROOK UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,07/11/2022        
CA        ,SHASTA COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,09/13/2024        
CA        ,SOUTHWESTERN COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,05/21/2024        
CA        ,SOUTHWESTERN COLLEGE        ,PSE        ,Title VI - Denial of Benefits        ,03/21/2022        
CA        ,SANTA MONICA COLLEGE        ,PSE        ,Title VI - Denial of Benefits        ,10/08/2024        
CA        ,SANTA MONICA COLLEGE        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,12/04/2023        
CA        ,SANTA MONICA COLLEGE        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,05/20/2024        
CA        ,SANTA MONICA COLLEGE        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,09/18/2024        
CA        ,SANTA MONICA COLLEGE        ,PSE        ,Title VI - Others        ,10/08/2024        
CA        ,SANTA MONICA COLLEGE        ,PSE        ,Title VI - Retaliation        ,12/04/2023        
CA        ,SANTA MONICA COLLEGE        ,PSE        ,Title VI - Retaliation        ,10/08/2024        
CA        ,SANTA MONICA COLLEGE        ,PSE        ,Title IX - Single Sex Scholarships        ,12/09/2022        
CA        ,SAN DIEGO CITY COLLEGE        ,PSE        ,Disability - Denial of Benefits        ,01/14/2021        
CA        ,SAN DIEGO STATE UNIVERSITY        ,PSE        ,Age - Discrimination Prohibited        ,10/25/2023        
CA        ,SAN DIEGO STATE UNIVERSITY        ,PSE        ,Disability - Accessibility        ,07/10/2023        
CA        ,SAN DIEGO STATE UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,10/25/2023        
CA        ,SAN DIEGO STATE UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,01/02/2024        
CA        ,SAN DIEGO STATE UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,10/25/2023        
CO        ,UNIVERSITY OF NORTHERN COLORADO        ,PSE        ,Title IX - Others        ,04/19/2023        
CO        ,UNIVERSITY OF NORTHERN COLORADO        ,PSE        ,Title IX - Single Sex Scholarships        ,12/08/2023        
CO        ,UNIVERSITY OF COLORADO AT BOULDER        ,PSE        ,Disability - Accessibility - Website/Online Courses        ,05/23/2022        
CO        ,UNIVERSITY OF COLORADO AT BOULDER        ,PSE        ,Disability - Disability Harassment        ,07/22/2022        
CO        ,UNIVERSITY OF COLORADO AT BOULDER        ,PSE        ,Disability - Effective Communication        ,05/23/2022        
CO        ,UNIVERSITY OF COLORADO AT BOULDER        ,PSE        ,Disability - Retaliation        ,07/22/2022        
CO        ,UNIVERSITY OF COLORADO AT BOULDER        ,PSE        ,Title VI - Racial Harassment        ,07/22/2022        
CO        ,UNIVERSITY OF COLORADO AT DENVER        ,PSE        ,Title IX - Denial of Benefits        ,03/21/2024        
CO        ,UNIVERSITY OF DENVER        ,PSE        ,Disability - Denial of Benefits        ,11/10/2022        
CO        ,UNIVERSITY OF DENVER        ,PSE        ,Title IX - Gender Harassment        ,11/10/2022        
CO        ,UNIVERSITY OF DENVER        ,PSE        ,Title IX - Procedural Requirements        ,03/10/2015        
CO        ,UNIVERSITY OF DENVER        ,PSE        ,Title IX - Sexual Violence        ,03/10/2015        
CO        ,UNIVERSITY OF NORTHERN COLORADO        ,PSE        ,Disability - Treatment of Postsecondary Students        ,08/16/2024        
CO        ,UNIVERSITY OF NORTHERN COLORADO        ,PSE        ,Title VI - Others        ,04/19/2023        
CO        ,PICKENS TECHNICAL COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,07/10/2024        
CO        ,COLORADO MESA UNIVERSITY        ,PSE        ,Age - Discrimination Prohibited        ,04/19/2023        
CO        ,COLORADO MESA UNIVERSITY        ,PSE        ,Title VI - Others        ,04/19/2023        
CO        ,COLORADO MESA UNIVERSITY        ,PSE        ,Title IX - Others        ,04/19/2023        
CO        ,COLORADO MESA UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,12/18/2023        
CO        ,COLORADO SCHOOL OF MINES        ,PSE        ,Title IX - Single Sex Campus Programs        ,12/20/2021        
CO        ,COLORADO COLLEGE        ,PSE        ,Title IX - Denial of Benefits        ,08/09/2024        
CO        ,COLORADO STATE UNIVERSITY        ,PSE        ,Title IX - Dissemination of Policy        ,06/24/2014        
CO        ,COLORADO STATE UNIVERSITY        ,PSE        ,Title IX - Procedural Requirements        ,06/24/2014        
CO        ,COLORADO STATE UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,06/24/2014        
CO        ,METROPOLITAN STATE UNIVERSITY OF DENVER        ,PSE        ,Disability - Academic Adjustments        ,03/25/2024        
CO        ,METROPOLITAN STATE UNIVERSITY OF DENVER        ,PSE        ,Title VI - Admissions        ,09/13/2024        
CO        ,ADAMS STATE UNIVERSITY        ,PSE        ,Title IX - Admissions        ,08/09/2024        
CO        ,AIMS COMMUNITY COLLEGE        ,PSE        ,Title IX - Others        ,08/09/2023        
CT        ,CT STATE COMMUNITY COLLEGE-CAPITAL        ,PSE        ,Disability - Accessibility - Website/Online Courses        ,05/23/2022        
CT        ,CT STATE COMMUNITY COLLEGE-CAPITAL        ,PSE        ,Disability - Effective Communication        ,05/23/2022        
CT        ,CT STATE COMMUNITY COLLEGE-MIDDLESEX CAMPUS        ,PSE        ,Disability - Academic Adjustments        ,04/23/2024        
CT        ,CENTRAL CONNECTICUT STATE UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,03/05/2020        
CT        ,UNIVERSITY OF CONNECTICUT        ,PSE        ,Disability - Academic Adjustments        ,05/18/2023        
CT        ,UNIVERSITY OF CONNECTICUT        ,PSE        ,Disability - Denial of Benefits        ,05/18/2023        
CT        ,UNIVERSITY OF CONNECTICUT        ,PSE        ,Title VI - Admissions        ,10/09/2020        
CT        ,UNIVERSITY OF CONNECTICUT        ,PSE        ,Title IX - Single Sex Campus Programs        ,10/09/2020        
CT        ,UNIVERSITY OF CONNECTICUT        ,PSE        ,Title IX - Single Sex Campus Programs        ,10/26/2020        
CT        ,SACRED HEART UNIVERSITY        ,PSE        ,Disability - Retaliation        ,08/11/2023        
CT        ,SACRED HEART UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,08/11/2023        
CT        ,SACRED HEART UNIVERSITY        ,PSE        ,Title VI - Others        ,08/11/2023        
CT        ,SACRED HEART UNIVERSITY        ,PSE        ,Title IX - Procedural Requirements        ,04/09/2020        
CT        ,SOUTHERN CONNECTICUT STATE UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,04/09/2020        
CT        ,WESTERN CONNECTICUT STATE UNIV        ,PSE        ,Title IX - Single Sex Scholarships        ,01/13/2020        
CT        ,YALE UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,01/22/2024        
CT        ,YALE UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,12/17/2020        
CT        ,YALE UNIVERSITY        ,PSE        ,Title IX - Single Sex Campus Programs        ,10/13/2020        
CT        ,NORWALK COMMUNITY COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,11/10/2022        
CT        ,NORWALK COMMUNITY COLLEGE        ,PSE        ,Disability - Denial of Benefits        ,11/10/2022        
CT        ,OXFORD ACADEMY OF HAIR DESIGN        ,PSE        ,Disability - Denial of Benefits        ,09/13/2023        
DC        ,AMERICAN UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,07/14/2022        
DC        ,AMERICAN UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,06/08/2022        
DC        ,AMERICAN UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,11/07/2018        
DC        ,AMERICAN UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,03/12/2019        
